study_ind,arm_ind,compound,treat,n,y,se,base,weeks,Phase,study,comments
14,1,Semaglutide,"Oral semaglutide 14
  mg",,0.05,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,2,Semaglutide,"Oral semaglutide 25
  mg",,0.16,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,3,Semaglutide,"Oral semaglutide 50
  mg",,0.21,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,4,Semaglutide,"Oral semaglutide 14
  mg",,0.18,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,5,Semaglutide,"Oral semaglutide 25
  mg",,0.37,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,6,Semaglutide,"Oral semaglutide 50
  mg",,0.57,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,7,Semaglutide,"Oral semaglutide 14
  mg",,0.06,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,8,Semaglutide,"Oral semaglutide 25
  mg",,0.18,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,9,Semaglutide,"Oral semaglutide 50
  mg",,0.24,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,10,Semaglutide,"Oral semaglutide 14
  mg",,0.3,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,11,Semaglutide,"Oral semaglutide 25
  mg",,0.52,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,12,Semaglutide,"Oral semaglutide 50
  mg",,0.91,,,26,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,13,Semaglutide,"Oral semaglutide 14
  mg",,0.07,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,14,Semaglutide,"Oral semaglutide 25
  mg",,0.23,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,15,Semaglutide,"Oral semaglutide 50
  mg",,0.36,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,16,Semaglutide,"Oral semaglutide 14
  mg",,0.19,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,17,Semaglutide,"Oral semaglutide 25
  mg",,0.41,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,18,Semaglutide,"Oral semaglutide 50
  mg",,0.7,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <=6.5% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,19,Semaglutide,"Oral semaglutide 14
  mg",,0.1,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,20,Semaglutide,"Oral semaglutide 25
  mg",,0.26,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,21,Semaglutide,"Oral semaglutide 50
  mg",,0.44,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=10%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,22,Semaglutide,"Oral semaglutide 14
  mg",,0.3,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,23,Semaglutide,"Oral semaglutide 25
  mg",,0.57,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
14,24,Semaglutide,"Oral semaglutide 50
  mg",,0.97,,,52,,"PIONEER
  PLUS","Estimated odds for composite
  endpoint: A1C <7.0% and weight loss >=5%.; Estimated odds of achieving composite efficacy endpoints
  combining A1C target attainment and body weight loss thresholds.; https://diabetesjournals.org/diabetes/article/75/Supplement_1/2835-LB/167250/2835-LB-Greater-Combined-A1C-Reductions-and-Weight"
